title,genres,year,rating,language,clean_title,source,movieId
The Bleeder,"dramas, sports movies",2016,0.0,Mixed,the bleeder,netflix_titles.csv,11901.0
The Blue Planet: A Natural History of the Oceans,"british tv shows, docuseries, international tv shows",2001,0.0,Mixed,the blue planet a natural history of the oceans,netflix_titles.csv,11902.0
The Bomb,documentaries,2016,0.0,Mixed,the bomb,netflix_titles.csv,11903.0
The Bomb Squad,"british tv shows, docuseries",2011,0.0,Mixed,the bomb squad,netflix_titles.csv,11904.0
The Book of Eli,"action & adventure, sci-fi & fantasy",2010,0.0,Mixed,the book of eli,netflix_titles.csv,11905.0
The Boss's Daughter,"dramas, international movies, romantic movies",2015,0.0,Mixed,the bosss daughter,netflix_titles.csv,11906.0
The Bounty Hunter,"action & adventure, comedies, romantic movies",2010,0.0,Mixed,the bounty hunter,netflix_titles.csv,11907.0
The Box,"sci-fi & fantasy, thrillers",2009,0.0,Mixed,the box,netflix_titles.csv,11908.0
The Boy,"horror movies, independent movies, thrillers",2016,0.0,Mixed,the boy,netflix_titles.csv,11909.0
The Boy in the Striped Pajamas,"dramas, independent movies, international movies",2008,0.0,Mixed,the boy in the striped pajamas,netflix_titles.csv,11910.0
The Brave One,"dramas, thrillers",2007,0.0,Mixed,the brave one,netflix_titles.csv,11911.0
The Brawler,"dramas, independent movies, sports movies",2019,0.0,Mixed,the brawler,netflix_titles.csv,11912.0
The Breadwinner,"children & family movies, dramas, international movies",2017,0.0,Mixed,the breadwinner,netflix_titles.csv,11913.0
The Break-Up,"comedies, dramas, romantic movies",2006,0.0,Mixed,the breakup,netflix_titles.csv,11914.0
The Bridge,"dramas, international movies, romantic movies",2017,0.0,Mixed,the bridge,netflix_titles.csv,11915.0
The Brothers Grimm,"action & adventure, sci-fi & fantasy",2005,0.0,Mixed,the brothers grimm,netflix_titles.csv,11916.0
The Bucket List,"comedies, dramas",2007,0.0,Mixed,the bucket list,netflix_titles.csv,11917.0
The Bulbul's Nest,"comedies, international movies",2013,0.0,Mixed,the bulbuls nest,netflix_titles.csv,11918.0
The Bund,"action & adventure, dramas, international movies",1983,0.0,Mixed,the bund,netflix_titles.csv,11919.0
The Bye Bye Man,"horror movies, thrillers",2017,0.0,Mixed,the bye bye man,netflix_titles.csv,11920.0
The Bygone,"independent movies, thrillers",2019,0.0,Mixed,the bygone,netflix_titles.csv,11921.0
The Cakemaker,"dramas, independent movies, international movies",2017,0.0,Mixed,the cakemaker,netflix_titles.csv,11922.0
The Calling,"international tv shows, reality tv",2018,0.0,Mixed,the calling,netflix_titles.csv,11923.0
The Captive,"dramas, thrillers",2014,0.0,Mixed,the captive,netflix_titles.csv,11924.0
The Car,"cult movies, horror movies",1977,0.0,Mixed,the car,netflix_titles.csv,11925.0
The Carter Effect,"documentaries, sports movies",2017,0.0,Mixed,the carter effect,netflix_titles.csv,11926.0
The Case for Christ,"dramas, faith & spirituality",2017,0.0,Mixed,the case for christ,netflix_titles.csv,11927.0
The Cell,"action & adventure, dramas, international movies",2017,0.0,Mixed,the cell,netflix_titles.csv,11928.0
The CEO,"dramas, international movies, thrillers",2016,0.0,Mixed,the ceo,netflix_titles.csv,11929.0
The Charnel House,"horror movies, thrillers",2016,0.0,Mixed,the charnel house,netflix_titles.csv,11930.0
The Chefs' Line,"international tv shows, reality tv",2017,0.0,Mixed,the chefs line,netflix_titles.csv,11931.0
The Chord,"dramas, international movies, music & musicals",2010,0.0,Mixed,the chord,netflix_titles.csv,11932.0
The Chosen,"dramas, international movies, thrillers",2016,0.0,Mixed,the chosen,netflix_titles.csv,11933.0
The Chosen Ones,"dramas, independent movies, international movies",2015,0.0,Mixed,the chosen ones,netflix_titles.csv,11934.0
The Christmas Candle,"dramas, faith & spirituality",2013,0.0,Mixed,the christmas candle,netflix_titles.csv,11935.0
The Christmas Project,"children & family movies, comedies",2016,0.0,Mixed,the christmas project,netflix_titles.csv,11936.0
The Cincinnati Kid,"classic movies, dramas",1965,0.0,Mixed,the cincinnati kid,netflix_titles.csv,11937.0
The Code,"british tv shows, docuseries, international tv shows",2011,0.0,Mixed,the code,netflix_titles.csv,11938.0
The Company Men,"dramas, independent movies",2010,0.0,Mixed,the company men,netflix_titles.csv,11939.0
The Competition,"comedies, romantic movies",2018,0.0,Mixed,the competition,netflix_titles.csv,11940.0
The Confirmation,"comedies, dramas, independent movies",2016,0.0,Mixed,the confirmation,netflix_titles.csv,11941.0
The Congress,"dramas, international movies, sci-fi & fantasy",2013,0.0,Mixed,the congress,netflix_titles.csv,11942.0
The Consul's Son,"comedies, international movies, thrillers",2011,0.0,Mixed,the consuls son,netflix_titles.csv,11943.0
The Craft,"horror movies, thrillers",1996,0.0,Mixed,the craft,netflix_titles.csv,11944.0
The Cravings,"international tv shows, korean tv shows, tv comedies",2016,0.0,Mixed,the cravings,netflix_titles.csv,11945.0
The Croods,"children & family movies, comedies",2013,0.0,Mixed,the croods,netflix_titles.csv,11946.0
The Crow,"action & adventure, cult movies, sci-fi & fantasy",1994,0.0,Mixed,the crow,netflix_titles.csv,11947.0
The Cruise,"comedies, cult movies, international movies",1970,0.0,Mixed,the cruise,netflix_titles.csv,11948.0
The Crying Game,"classic movies, independent movies, thrillers",1992,0.0,Mixed,the crying game,netflix_titles.csv,11949.0
The Curse of Oak Island,"docuseries, science & nature tv",2016,0.0,Mixed,the curse of oak island,netflix_titles.csv,11950.0
The D Train,comedies,2015,0.0,Mixed,the d train,netflix_titles.csv,11951.0
The Damned Rain,"dramas, international movies",2009,0.0,Mixed,the damned rain,netflix_titles.csv,11952.0
The Dancer,"dramas, international movies, romantic movies",2011,0.0,Mixed,the dancer,netflix_titles.csv,11953.0
The Dark Crystal,children & family movies,1982,0.0,Mixed,the dark crystal,netflix_titles.csv,11954.0
The Dark Side of Life: Mumbai City,"dramas, international movies",2018,0.0,Mixed,the dark side of life mumbai city,netflix_titles.csv,11955.0
The Darkest Dawn,"action & adventure, independent movies, international movies",2016,0.0,Mixed,the darkest dawn,netflix_titles.csv,11956.0
The Daughter,dramas,2015,0.0,Mixed,the daughter,netflix_titles.csv,11957.0
The Dawn Wall,"documentaries, sports movies",2017,0.0,Mixed,the dawn wall,netflix_titles.csv,11958.0
The Day My Butt Went Psycho!,"kids' tv, tv comedies",2015,0.0,Mixed,the day my butt went psycho,netflix_titles.csv,11959.0
The Departed,"dramas, thrillers",2006,0.0,Mixed,the departed,netflix_titles.csv,11960.0
The Desert Bride,"dramas, international movies",2017,0.0,Mixed,the desert bride,netflix_titles.csv,11961.0
The Detained,"horror movies, thrillers",2017,0.0,Mixed,the detained,netflix_titles.csv,11962.0
The Devil and Father Amorth,"documentaries, horror movies",2017,0.0,Mixed,the devil and father amorth,netflix_titles.csv,11963.0
The Devil Inside,"horror movies, thrillers",2012,0.0,Mixed,the devil inside,netflix_titles.csv,11964.0
The Devil Is a Part-Timer!,anime series,2013,0.0,Mixed,the devil is a parttimer,netflix_titles.csv,11965.0
The Devil We Know,documentaries,2018,0.0,Mixed,the devil we know,netflix_titles.csv,11966.0
The Diabolical,"horror movies, sci-fi & fantasy, thrillers",2015,0.0,Mixed,the diabolical,netflix_titles.csv,11967.0
The Dreamer,"dramas, international movies",2009,0.0,Mixed,the dreamer,netflix_titles.csv,11968.0
The Drowning,thrillers,2016,0.0,Mixed,the drowning,netflix_titles.csv,11969.0
The Drunk and on Drugs Happy Funtime Hour,"international tv shows, tv comedies",2011,0.0,Mixed,the drunk and on drugs happy funtime hour,netflix_titles.csv,11970.0
The Duel,dramas,2016,0.0,Mixed,the duel,netflix_titles.csv,11971.0
The Dukes of Hazzard,"action & adventure, comedies",2005,0.0,Mixed,the dukes of hazzard,netflix_titles.csv,11972.0
The Dukes of Hazzard: The Beginning,"action & adventure, comedies",2007,0.0,Mixed,the dukes of hazzard the beginning,netflix_titles.csv,11973.0
The Eichmann Show,"dramas, international movies",2015,0.0,Mixed,the eichmann show,netflix_titles.csv,11974.0
The Eighties,docuseries,2016,0.0,Mixed,the eighties,netflix_titles.csv,11975.0
The End of the Tour,"dramas, independent movies",2015,0.0,Mixed,the end of the tour,netflix_titles.csv,11976.0
The Endless,"independent movies, sci-fi & fantasy, thrillers",2017,0.0,Mixed,the endless,netflix_titles.csv,11977.0
The Evil Dead,"classic movies, cult movies, horror movies",1981,0.0,Mixed,the evil dead,netflix_titles.csv,11978.0
The Exception,"dramas, romantic movies",2016,0.0,Mixed,the exception,netflix_titles.csv,11979.0
The Eyes of My Mother,"horror movies, independent movies",2016,0.0,Mixed,the eyes of my mother,netflix_titles.csv,11980.0
The Fear,"british tv shows, crime tv shows, tv dramas",2012,0.0,Mixed,the fear,netflix_titles.csv,11981.0
The Fear of 13,"documentaries, international movies",2015,0.0,Mixed,the fear of 13,netflix_titles.csv,11982.0
The Feels,"comedies, independent movies, lgbtq movies",2018,0.0,Mixed,the feels,netflix_titles.csv,11983.0
The Fighter,"dramas, sports movies",2010,0.0,Mixed,the fighter,netflix_titles.csv,11984.0
The Figurine (Araromire),"horror movies, international movies, thrillers",2009,0.0,Mixed,the figurine araromire,netflix_titles.csv,11985.0
The Final Destination,horror movies,2009,0.0,Mixed,the final destination,netflix_titles.csv,11986.0
The First Line,"dramas, independent movies",2014,0.0,Mixed,the first line,netflix_titles.csv,11987.0
The First Temptation of Christ,"comedies, international movies",2019,0.0,Mixed,the first temptation of christ,netflix_titles.csv,11988.0
The First Wives Club,comedies,1996,0.0,Mixed,the first wives club,netflix_titles.csv,11989.0
The Five,"british tv shows, crime tv shows, tv dramas",2016,0.0,Mixed,the five,netflix_titles.csv,11990.0
The Five Venoms,"action & adventure, cult movies, international movies",1978,0.0,Mixed,the five venoms,netflix_titles.csv,11991.0
The Flintstones,"children & family movies, comedies",1994,0.0,Mixed,the flintstones,netflix_titles.csv,11992.0
The Flintstones in Viva Rock Vegas,"children & family movies, comedies, romantic movies",2000,0.0,Mixed,the flintstones in viva rock vegas,netflix_titles.csv,11993.0
The Flying Guillotine,"action & adventure, dramas, international movies",1975,0.0,Mixed,the flying guillotine,netflix_titles.csv,11994.0
The Forbidden Kingdom,"action & adventure, sci-fi & fantasy",2008,0.0,Mixed,the forbidden kingdom,netflix_titles.csv,11995.0
The Force,documentaries,2017,0.0,Mixed,the force,netflix_titles.csv,11996.0
The Foreigner,"action & adventure, international movies",2017,0.0,Mixed,the foreigner,netflix_titles.csv,11997.0
The Forgotten,horror movies,2014,0.0,Mixed,the forgotten,netflix_titles.csv,11998.0
The Fosters,tv dramas,2017,0.0,Mixed,the fosters,netflix_titles.csv,11999.0
The Founder,dramas,2016,0.0,Mixed,the founder,netflix_titles.csv,12000.0
The Free Man,"documentaries, sports movies",2016,0.0,Mixed,the free man,netflix_titles.csv,12001.0
The Frozen Ground,"dramas, thrillers",2013,0.0,Mixed,the frozen ground,netflix_titles.csv,12002.0
The Furchester Hotel,"british tv shows, kids' tv",2015,0.0,Mixed,the furchester hotel,netflix_titles.csv,12003.0
The Future of Water,"docuseries, international tv shows, science & nature tv",2007,0.0,Mixed,the future of water,netflix_titles.csv,12004.0
The Gathering,"comedies, dramas, international movies",2003,0.0,Mixed,the gathering,netflix_titles.csv,12005.0
The Gentleman Driver,"documentaries, sports movies",2018,0.0,Mixed,the gentleman driver,netflix_titles.csv,12006.0
The Ghost Who Walks,"dramas, independent movies, thrillers",2019,0.0,Mixed,the ghost who walks,netflix_titles.csv,12007.0
The Girl with the Dragon Tattoo,"dramas, thrillers",2011,0.0,Mixed,the girl with the dragon tattoo,netflix_titles.csv,12008.0
The Golden Years with Javed Akhtar,"docuseries, international tv shows",2016,0.0,Mixed,the golden years with javed akhtar,netflix_titles.csv,12009.0
The Golem,"horror movies, independent movies, international movies",2018,0.0,Mixed,the golem,netflix_titles.csv,12010.0
The Good Catholic,"comedies, dramas, romantic movies",2017,0.0,Mixed,the good catholic,netflix_titles.csv,12011.0
The Good Neighbor,"dramas, independent movies, thrillers",2016,0.0,Mixed,the good neighbor,netflix_titles.csv,12012.0
"The Goods: Live Hard, Sell Hard",comedies,2009,0.0,Mixed,the goods live hard sell hard,netflix_titles.csv,12013.0
The Gospel of John,"dramas, faith & spirituality",2014,0.0,Mixed,the gospel of john,netflix_titles.csv,12014.0
The Gospel of Luke,"dramas, faith & spirituality",2015,0.0,Mixed,the gospel of luke,netflix_titles.csv,12015.0
The Gospel of Mark,"dramas, faith & spirituality",2015,0.0,Mixed,the gospel of mark,netflix_titles.csv,12016.0
The Gospel of Matthew,"dramas, faith & spirituality",2014,0.0,Mixed,the gospel of matthew,netflix_titles.csv,12017.0
The Great Battle,"action & adventure, dramas, international movies",2018,0.0,Mixed,the great battle,netflix_titles.csv,12018.0
The Great British Baking Show: Masterclass,"british tv shows, reality tv",2018,0.0,Mixed,the great british baking show masterclass,netflix_titles.csv,12019.0
The Great Gambler,"action & adventure, classic movies, cult movies",1979,0.0,Mixed,the great gambler,netflix_titles.csv,12020.0
The Great Raid,"action & adventure, dramas",2005,0.0,Mixed,the great raid,netflix_titles.csv,12021.0
The Great Train Robbery,"british tv shows, crime tv shows, international tv shows",2013,0.0,Mixed,the great train robbery,netflix_titles.csv,12022.0
The Green Hornet,"action & adventure, comedies",2011,0.0,Mixed,the green hornet,netflix_titles.csv,12023.0
The Guild,tv comedies,2013,0.0,Mixed,the guild,netflix_titles.csv,12024.0
The Hatred,horror movies,2017,0.0,Mixed,the hatred,netflix_titles.csv,12025.0
The Haunting of Molly Hartley,"horror movies, thrillers",2008,0.0,Mixed,the haunting of molly hartley,netflix_titles.csv,12026.0
The Healer,"children & family movies, dramas, faith & spirituality",2017,0.0,Mixed,the healer,netflix_titles.csv,12027.0
The Heat: A Kitchen (R)evolution,documentaries,2018,0.0,Mixed,the heat a kitchen revolution,netflix_titles.csv,12028.0
The Help,dramas,2011,0.0,Mixed,the help,netflix_titles.csv,12029.0
The Heretics,horror movies,2017,0.0,Mixed,the heretics,netflix_titles.csv,12030.0
The Heroes of Evil,"dramas, international movies",2015,0.0,Mixed,the heroes of evil,netflix_titles.csv,12031.0
The Heyday of the Insensitive Bastards,"dramas, independent movies",2017,0.0,Mixed,the heyday of the insensitive bastards,netflix_titles.csv,12032.0
The Hollow Point,action & adventure,2016,0.0,Mixed,the hollow point,netflix_titles.csv,12033.0
The Holy Man,"comedies, faith & spirituality, international movies",2005,0.0,Mixed,the holy man,netflix_titles.csv,12034.0
The Homecoming,"international tv shows, korean tv shows, reality tv",2015,0.0,Mixed,the homecoming,netflix_titles.csv,12035.0
The House on Coco Road,documentaries,2016,0.0,Mixed,the house on coco road,netflix_titles.csv,12036.0
The House That Made Me,"international tv shows, reality tv",2015,0.0,Mixed,the house that made me,netflix_titles.csv,12037.0
The Human Factor: The Untold Story of the Bombay Film Orchestras,"documentaries, international movies, music & musicals",2013,0.0,Mixed,the human factor the untold story of the bombay film orchestras,netflix_titles.csv,12038.0
The Humanity Bureau,"action & adventure, sci-fi & fantasy",2017,0.0,Mixed,the humanity bureau,netflix_titles.csv,12039.0
The Hundred-Foot Journey,"comedies, dramas",2014,0.0,Mixed,the hundredfoot journey,netflix_titles.csv,12040.0
The Hunt,"british tv shows, docuseries, science & nature tv",2015,0.0,Mixed,the hunt,netflix_titles.csv,12041.0
The Hurricane Heist,action & adventure,2018,0.0,Mixed,the hurricane heist,netflix_titles.csv,12042.0
The Hurt Business,"documentaries, sports movies",2016,0.0,Mixed,the hurt business,netflix_titles.csv,12043.0
The Imaginarium of Doctor Parnassus,"action & adventure, sci-fi & fantasy",2009,0.0,Mixed,the imaginarium of doctor parnassus,netflix_titles.csv,12044.0
The Inbetweeners,"british tv shows, tv comedies",2010,0.0,Mixed,the inbetweeners,netflix_titles.csv,12045.0
The Incident,"international movies, sci-fi & fantasy, thrillers",2014,0.0,Mixed,the incident,netflix_titles.csv,12046.0
The Incredible Story of the Giant Pear,children & family movies,2018,0.0,Mixed,the incredible story of the giant pear,netflix_titles.csv,12047.0
The Incredibles 2,"children & family movies, comedies",2018,0.0,Mixed,the incredibles 2,netflix_titles.csv,12048.0
The Indian in the Cupboard,"children & family movies, dramas",1995,0.0,Mixed,the indian in the cupboard,netflix_titles.csv,12049.0
The Informant!,"comedies, dramas",2009,0.0,Mixed,the informant,netflix_titles.csv,12050.0
